platform_id,video_id,watch_count,total_time_watched,price_per_watch
97,1003,556706,7793884,0.22
23,916,86638,4245262,0.24
67,1735,725465,14509300,0.11
83,950,93499,2430974,0.31
153,1180,400744,18033480,0.32
31,899,570491,29665532,0.48
108,812,192340,2500420,0.19
33,324,72632,2033696,0.17
28,973,1447,20258,0.32
158,740,1503,37575,0.17
160,1006,2004,22044,0.19
98,609,964875,31840875,0.12
49,1750,526999,31619940,0.42
162,929,1504,81216,0.12
128,1402,473267,4259403,0.31
162,1272,1498,13482,0.19
134,1359,505238,26272376,0.49
160,471,2000,60000,0.38
65,704,535017,10700340,0.3
28,0,153623,7220281,0.25
2,381,835735,25072050,0.13
124,1915,111457,4458280,0.23
159,1891,1511,72528,0.47
162,1953,1502,78104,0.29
16,222,938513,16893234,0.39
128,363,231767,7648311,0.36
158,1097,1502,60080,0.48
21,1190,470878,4237902,0.1
117,1719,351128,11938352,0.17
160,1325,2000,110000,0.29
158,1103,1502,27036,0.11
159,1662,1513,21182,0.24
139,1559,580506,22639734,0.37
63,293,362025,9774675,0.46
142,852,69725,2022025,0.24
136,844,51396,2929572,0.35
160,687,1999,11994,0.22
158,1389,1496,41888,0.32
161,859,1499,77948,0.14
81,707,377374,17736578,0.41
15,405,192634,5971654,0.32
160,436,2002,96096,0.41
160,699,1999,93953,0.48
100,1603,431302,9057342,0.15
1,1492,866653,38999385,0.5
159,610,1510,54360,0.32
155,1831,647027,16175675,0.22
158,661,1501,21014,0.3
13,28,25830,284130,0.36
160,1297,1995,101745,0.29
161,92,1500,75000,0.37
160,1763,1999,11994,0.26
82,221,773231,6959079,0.47
9,306,634085,33606505,0.18
25,111,891553,42794544,0.37
16,1708,220087,6602610,0.1
159,458,1509,34707,0.47
93,160,946572,23664300,0.23
161,406,1497,70359,0.49
68,589,359257,18322107,0.39
142,706,986690,17760420,0.49
160,1935,2000,58000,0.43
103,1565,3617,83191,0.38
71,1745,104572,3973736,0.21
90,750,224539,6960709,0.36
11,214,476781,2860686,0.24
74,1385,328881,9866430,0.26
91,945,687320,33678680,0.34
110,1504,720078,19442106,0.24
145,1609,215014,3010196,0.13
115,1663,444815,4892965,0.28
44,1081,985773,12815049,0.34
96,931,541894,5418940,0.14
150,1420,988793,56361201,0.42
140,1878,156271,3125420,0.15
82,320,147187,6476228,0.18
133,1175,452679,14938407,0.45
69,429,523408,20412912,0.34
15,84,923517,6464619,0.37
159,869,1506,31626,0.34
148,1171,939961,5639766,0.35
160,1029,1996,101796,0.44
39,675,864177,4320885,0.28
160,1070,2002,60060,0.32
78,1732,484380,6296940,0.32
50,999,475009,17100324,0.42
159,649,1507,57266,0.18
130,1698,480460,28827600,0.22
161,1631,1503,57114,0.43
160,15,2002,26026,0.34
158,213,1501,61541,0.46
162,1234,1502,51068,0.17
91,1053,980803,4904015,0.45
111,1920,28317,226536,0.44
161,1368,1500,24000,0.33
154,1714,313452,9403560,0.36
15,1616,621485,26723855,0.47
137,451,25665,333645,0.1
159,990,1512,21168,0.19
132,238,583993,11679860,0.39
61,29,75595,1965470,0.37
162,1093,1503,19539,0.31
56,1690,198866,7556908,0.3
158,1341,1496,55352,0.26
159,934,1512,45360,0.45
98,1972,669366,30790836,0.29
119,477,175845,2989365,0.48
43,1614,973931,51618343,0.16
138,1552,471936,7079040,0.13
23,85,860551,30979836,0.39
17,167,564498,22015422,0.48
15,752,495801,26277453,0.41
158,1205,1504,24064,0.24
162,670,1499,10493,0.25
142,1876,573461,27526128,0.5
4,1108,428849,4288490,0.42
42,1712,759035,5313245,0.31
101,1428,156475,2660075,0.49
123,1690,206747,7856386,0.29
133,1285,874543,4372715,0.26
159,272,1509,73941,0.13
47,1619,32133,1349586,0.28
34,380,292265,14613250,0.34
15,615,186614,5785034,0.14
160,1261,2004,58116,0.27
62,735,57249,572490,0.34
12,992,352995,7412895,0.36
55,547,719406,5755248,0.12
115,1260,303658,3947554,0.38
160,1068,2002,60060,0.38
159,359,1506,19578,0.47
161,1366,1502,37550,0.17
75,856,461429,11997154,0.14
156,1102,655696,38686064,0.38
70,1799,99794,2195468,0.16
158,997,1499,89940,0.5
159,904,1511,84616,0.13
55,415,397176,3177408,0.37
95,593,29474,972642,0.25
135,605,192302,7692080,0.41
3,889,323097,16477947,0.19
162,1190,1500,13500,0.5
162,1283,1498,7490,0.25
117,1862,454282,6814230,0.1
48,1412,385429,6166864,0.48
14,1147,342286,2738288,0.41
162,234,1504,25568,0.5
97,613,308215,17876470,0.45
9,1671,987653,37530814,0.47
33,1637,646800,23931600,0.24
146,423,476005,9044095,0.34
162,1867,1495,80730,0.19
46,1044,275003,11550126,0.49
79,1152,670134,24124824,0.11
41,1093,574131,7463703,0.42
159,1662,1506,21084,0.35
10,1836,476718,19545438,0.17
84,923,63308,443156,0.36
160,1421,1997,13979,0.37
155,1228,833401,36669644,0.33
67,1534,418923,20527227,0.18
68,907,976476,9764760,0.25
162,952,1500,45000,0.4
109,95,421698,8855658,0.13
49,1710,742121,20037267,0.32
15,1280,792673,36462958,0.4
160,1001,2002,66066,0.5
10,448,833576,22506552,0.47
37,1286,628905,10691385,0.16
9,1938,814386,11401404,0.39
18,1498,289631,14481550,0.11
33,1161,801280,40865280,0.42
91,446,733983,22019490,0.19
160,1463,2003,42063,0.25
68,1140,295085,7082040,0.49
77,712,187808,10141632,0.31
162,54,1508,15080,0.29
43,921,90768,4719936,0.17
159,118,1508,90480,0.27
23,226,905448,26257992,0.17
159,1340,1508,34684,0.38
34,1871,165534,3145146,0.23
108,766,790029,44241624,0.29
160,1471,2002,24024,0.2
122,1518,793359,13487103,0.28
141,165,250603,10274723,0.26
155,689,206728,2067280,0.43
114,1154,447579,11637054,0.12
162,1596,1500,40500,0.28
161,1336,1496,86768,0.36
158,573,1499,88441,0.2
8,996,913164,32873904,0.17
112,1424,561836,8427540,0.4
162,1986,1503,45090,0.12
158,491,1500,13500,0.13
160,1239,2000,100000,0.35
39,1008,955399,46814551,0.43
77,313,28810,1584550,0.39
162,1339,1503,42084,0.3
78,928,283067,3679871,0.16
143,428,270379,7570612,0.41
161,406,1497,70359,0.36
160,1005,1997,59910,0.25
1,413,938559,6569913,0.33
30,1617,104878,4929266,0.41
162,1663,1500,16500,0.28
161,94,1498,59920,0.26
19,1822,805880,24982280,0.3
161,1752,1500,90000,0.33
12,1236,849285,24629265,0.45
160,437,1997,65901,0.19
144,631,307516,12915672,0.28
123,947,571882,9721994,0.26
161,142,1500,45000,0.36
158,1994,1502,70594,0.14
107,470,646102,5168816,0.2
162,1553,1497,74850,0.32
62,566,230964,5774100,0.14
100,1940,41358,620370,0.39
162,654,1502,70594,0.32
154,1752,911770,54706200,0.45
7,1549,829491,10783383,0.13
100,219,376947,12439251,0.48
86,1164,15648,844992,0.31
85,213,321682,13188962,0.15
15,303,95838,670866,0.29
159,1789,1507,81378,0.29
86,1089,444418,23109736,0.14
159,1462,1508,75400,0.16
159,1923,1511,80083,0.36
40,1882,51192,358344,0.45
159,506,1504,52640,0.48
160,318,2000,48000,0.23
30,1214,646313,4524191,0.45
53,1731,284952,16812168,0.37
25,1469,73073,730730,0.43
158,1896,1500,39000,0.31
153,854,759471,22784130,0.44
97,1884,792924,24580644,0.34
12,223,723889,32575005,0.28
9,1365,567500,16457500,0.5
158,1447,1496,55352,0.5
162,1037,1500,27000,0.5
160,1100,2003,86129,0.12
34,450,330398,18502288,0.4
143,1817,391525,20359300,0.15
160,1941,1997,91862,0.46
130,550,255264,15060576,0.48
161,888,1496,80784,0.47
51,1788,98226,1571616,0.2
31,371,675124,6751240,0.39
91,71,719211,10068954,0.16
125,1928,595484,13696132,0.1
162,1056,1504,42112,0.28
80,326,389440,6620480,0.11
158,652,1499,10493,0.24
160,1124,1996,35928,0.43
70,1902,233732,7479424,0.16
91,76,466671,24266892,0.38
162,832,1499,16489,0.3
115,962,511432,13808664,0.47
108,1616,908379,39060297,0.24
158,897,1494,83664,0.27
9,13,260822,10432880,0.4
159,1111,1511,36264,0.46
159,1536,1506,31626,0.16
67,1389,878026,24584728,0.4
160,299,1995,95760,0.34
162,115,1501,18012,0.17
65,950,373357,9707282,0.46
111,1344,582180,2910900,0.47
17,1079,720223,20166244,0.14
116,1124,697645,12557610,0.42
40,1995,492418,22651228,0.32
158,922,1502,45060,0.16
116,726,602214,24690774,0.31
159,609,1511,49863,0.17
1,1216,708947,13469993,0.23
39,1955,375467,3379203,0.2
102,417,377450,11323500,0.26
6,113,814965,21189090,0.13
53,1719,17059,580006,0.18
113,998,101930,3669480,0.34
161,1888,1498,14980,0.17
90,426,621961,3731766,0.1
161,1098,1497,16467,0.2
160,1475,2000,96000,0.24
140,336,306363,5820897,0.4
29,611,506591,13171366,0.23
141,1406,453426,10428798,0.43
12,682,922927,5537562,0.17
82,516,710323,13496137,0.35
21,1369,833758,42521658,0.33
159,1600,1504,12032,0.24
162,1471,1496,17952,0.44
52,813,948193,23704825,0.14
135,277,407439,11815731,0.17
24,1576,947459,28423770,0.27
17,32,321984,10625472,0.17
160,85,1998,71928,0.19
161,963,1503,30060,0.15
160,710,2003,20030,0.33
161,101,1500,33000,0.27
1,368,936707,28101210,0.37
69,1479,377724,3021792,0.49
159,1216,1515,28785,0.46
129,920,958678,46016544,0.46
49,1576,674505,20235150,0.27
114,519,261391,3136692,0.36
145,1620,424554,6792864,0.46
131,1731,526311,31052349,0.43
40,266,922240,37811840,0.13
131,1641,19117,726446,0.36
148,1146,283033,7358858,0.38
59,1282,593308,11866160,0.48
160,1175,2001,66033,0.25
148,1698,144662,8679720,0.36
42,12,154089,2003157,0.24
161,1199,1501,13509,0.24
60,1506,272411,10079207,0.44
162,777,1494,34362,0.15
14,1204,949183,13288562,0.12
2,286,667806,19366374,0.43
68,771,508803,17808105,0.2
40,1839,735300,40441500,0.41
142,624,272636,2181088,0.37
35,1406,983116,22611668,0.44
158,1061,1496,25432,0.27
158,1781,1496,50864,0.43
161,652,1500,10500,0.15
79,32,513093,16932069,0.29
104,801,902342,16242156,0.45
141,1246,928098,52901586,0.17
161,1609,1500,21000,0.19
157,825,964436,28933080,0.18
41,992,794567,16685907,0.14
113,1148,85629,856290,0.13
152,297,574318,16080904,0.19
158,357,1503,85671,0.39
158,418,1500,18000,0.4
161,700,1502,12016,0.47
90,1887,980068,57824012,0.5
159,962,1511,40797,0.34
97,168,981547,26501769,0.48
39,1240,942446,31100718,0.31
161,1265,1498,32956,0.48
31,487,345529,9674812,0.43
3,1614,749914,39745442,0.13
130,1875,316346,3163460,0.39
160,1923,1998,105894,0.42
162,346,1500,15000,0.24
131,1816,679348,14266308,0.17
161,1445,1505,55685,0.29
159,1926,1508,48256,0.21
150,1409,809199,8901189,0.25
159,671,1511,86127,0.31
43,1654,948987,17081766,0.16
80,179,467289,8878491,0.43
136,1360,319454,13736522,0.26
158,89,1502,75100,0.29
116,1182,612030,14076690,0.25
158,1884,1498,46438,0.45
108,1323,852827,46905485,0.34
19,1771,728473,36423650,0.48
161,1137,1501,45030,0.19
148,1241,479812,11995300,0.47
159,1673,1505,27090,0.19
160,210,2003,108162,0.24
68,1201,177480,4969440,0.13
108,207,961950,48097500,0.46
84,293,91599,2473173,0.38
118,580,142546,3848742,0.4
157,77,578583,8678745,0.39
159,1262,1512,7560,0.17
81,450,353844,19815264,0.45
78,604,543336,4346688,0.34
115,960,879202,15825636,0.28
100,1214,171697,1201879,0.22
28,681,681850,16364400,0.4
159,705,1508,33176,0.44
159,1775,1508,81432,0.25
8,1013,493350,9867000,0.45
44,1448,950436,19008720,0.43
23,1001,185429,6119157,0.2
38,716,490339,3922712,0.22
73,1109,519816,14035032,0.14
117,650,714637,15722014,0.47
120,472,60707,1699796,0.15
148,771,371429,13000015,0.49
133,1820,696741,32050086,0.36
107,577,40476,930948,0.19
139,264,238137,10478028,0.38
49,1901,357978,10381362,0.31
16,657,781543,32043263,0.47
89,1580,758181,39425412,0.28
92,577,134246,3087658,0.24
159,284,1509,78468,0.24
52,194,435116,2610696,0.12
124,819,42735,2521365,0.13
158,894,1501,58539,0.11
158,1186,1501,15010,0.19
73,882,443701,13311030,0.36
80,630,651909,30639723,0.18
159,907,1514,15140,0.31
133,175,142022,3266506,0.4
131,1432,602024,32509296,0.39
54,1882,893435,6254045,0.2
74,575,168834,2532510,0.33
72,668,144298,4761834,0.17
145,1352,105384,2950752,0.48
96,1240,90303,2979999,0.22
77,1556,504186,23192556,0.14
9,353,845698,7611282,0.19
62,918,22480,539520,0.15
80,1542,622431,31743981,0.3
130,213,707868,29022588,0.19
34,1740,399686,8393406,0.38
138,474,516239,2581195,0.5
28,95,2982,62622,0.38
161,1956,1503,22545,0.14
99,1402,745276,6707484,0.33
144,1480,672738,18163926,0.27
138,1870,712008,10680120,0.28
159,1391,1511,67995,0.23
84,170,202576,2836064,0.37
158,1176,1499,41972,0.34
87,1784,509938,15808078,0.34
161,176,1498,64414,0.36
5,929,925697,49987638,0.43
82,1090,390806,11724180,0.29
55,539,499671,15489801,0.4
6,1368,220939,3535024,0.33
12,1572,872013,40984611,0.27
126,605,37666,1506640,0.12
147,534,137086,4386752,0.33
4,1789,700590,37831860,0.12
162,1242,1497,29940,0.36
159,1647,1511,10577,0.15
91,1390,971994,41795742,0.37
104,961,909437,32739732,0.43
161,519,1503,18036,0.39
137,882,953170,28595100,0.17
107,1328,74231,1855775,0.46
159,851,1511,43819,0.1
160,19,1999,103948,0.22
76,1303,854264,41858936,0.48
18,1041,19128,573840,0.45
84,1333,538492,18847220,0.49
112,1412,49402,790432,0.16
25,1266,887627,26628810,0.27
121,1028,625890,28790940,0.39
45,860,33319,832975,0.18
162,1460,1502,78104,0.1
79,1830,743071,18576775,0.37
162,1701,1499,58461,0.18
43,1938,482063,6748882,0.28
49,1389,645087,18062436,0.23
160,794,2001,20010,0.17
105,134,827615,32276985,0.31
106,239,284920,4843640,0.13
65,1161,961666,49044966,0.18
158,1214,1496,10472,0.13
162,897,1501,84056,0.3
39,1480,877642,23696334,0.1
158,461,1501,19513,0.15
162,620,1496,34408,0.25
63,1832,300089,18005340,0.34
14,144,579151,13320473,0.2
134,1300,378231,11346930,0.26
38,608,49975,849575,0.18
84,158,996862,16946654,0.36
161,1917,1507,60280,0.15
160,554,1998,119880,0.11
31,1575,484555,11144765,0.36
16,4,646059,32302950,0.44
160,877,2006,114342,0.4
22,36,825453,19810872,0.49
30,435,754870,20381490,0.25
8,335,642822,24427236,0.5
115,42,87572,3065020,0.32
24,1874,569386,24483598,0.25
159,1321,1507,87406,0.43
81,10,796220,40607220,0.15
117,1296,890972,24947216,0.26
141,62,512191,25097359,0.4
158,1075,1498,83888,0.41
15,1416,345335,15194740,0.16
77,1844,769381,34622145,0.4
52,642,729619,21158951,0.24
108,297,42473,1189244,0.19
96,972,573941,8035174,0.36
48,1308,548803,24696135,0.18
126,1748,545087,8176305,0.27
159,640,1505,21070,0.46
64,437,182176,6011808,0.27
161,1384,1497,77844,0.35
53,1960,58928,2651760,0.38
146,124,655743,33442893,0.23
140,782,911301,52855458,0.45
43,1756,789050,41030600,0.25
161,1009,1503,39078,0.3
128,800,627021,16302546,0.44
159,817,1514,15140,0.35
36,547,422690,3381520,0.31
92,1229,858645,50660055,0.5
15,1823,373571,4856423,0.49
20,137,932684,21451732,0.38
128,1949,295511,8274308,0.41
159,967,1515,7575,0.4
162,1227,1501,60040,0.46
161,140,1502,42056,0.11
36,1572,570104,26794888,0.48
8,1000,199829,8592647,0.16
160,332,2001,88044,0.35
160,1006,2000,22000,0.23
110,861,457137,10057014,0.43
159,380,1505,75250,0.22
44,1861,607881,32825574,0.23
74,1047,516340,5679740,0.43
158,1168,1501,13509,0.14
162,876,1504,39104,0.47
162,1804,1500,87000,0.23
161,1311,1503,42084,0.45
158,1611,1499,79447,0.41
159,175,1505,34615,0.24
110,33,863926,33693114,0.42
139,658,346412,7274652,0.41
159,1135,1506,84336,0.22
19,990,335435,4696090,0.21
43,1389,206855,5791940,0.29
160,820,1996,25948,0.23
158,1810,1499,58461,0.38
162,666,1497,28443,0.27
85,846,347279,7640138,0.14
158,339,1495,25415,0.12
131,693,661259,19837770,0.15
162,1320,1502,87116,0.28
112,1653,227484,4549680,0.33
137,1037,288361,5190498,0.13
160,1164,2000,108000,0.12
68,1885,381927,17950569,0.15
119,1804,320346,18580068,0.37
159,1871,1510,28690,0.44
118,459,496419,14396151,0.27
76,162,307767,16619418,0.13
29,251,848526,21213150,0.13
64,981,770095,20022470,0.48
36,1874,414005,17802215,0.25
150,1812,163794,5077614,0.24
72,1602,495919,11406137,0.27
158,1018,1500,36000,0.36
159,553,1508,40716,0.42
158,1681,1503,16533,0.36
64,1524,733602,11737632,0.48
58,490,264800,14034400,0.5
26,899,267412,13905424,0.3
160,1574,2001,44022,0.43
158,297,1500,42000,0.45
160,780,2006,58174,0.38
145,1891,16182,776736,0.48
161,804,1501,75050,0.39
5,1350,21462,794094,0.38
158,1905,1501,42028,0.4
158,1238,1496,86768,0.31
159,347,1511,12088,0.4
160,1458,2000,54000,0.23
127,1133,63158,1389476,0.36
4,99,878862,30760170,0.43
160,1589,1998,119880,0.33
158,406,1498,70406,0.12
2,1202,53932,1887620,0.16
29,1067,832206,24133974,0.2
162,511,1502,54072,0.48
158,267,1498,46438,0.26
108,1921,225283,6983773,0.39
159,1829,1505,30100,0.14
159,1601,1507,21098,0.22
83,1715,481376,23587424,0.48
158,375,1501,16511,0.23
4,1597,658002,31584096,0.48
33,1814,403580,7668020,0.28
159,1389,1509,42252,0.25
158,362,1503,33066,0.25
161,138,1497,25449,0.49
109,1953,301414,15673528,0.41
21,1991,762732,29746548,0.13
26,1017,14317,429510,0.46
160,1301,2001,104052,0.21
127,204,939860,48872720,0.28
121,886,609275,17059700,0.2
7,282,325112,16905824,0.28
162,1160,1502,34546,0.25
25,1618,124536,3362472,0.16
158,525,1501,40527,0.46
158,1791,1502,36048,0.38
63,125,40219,1005475,0.14
19,1118,7514,135252,0.14
160,2,1999,113943,0.13
51,635,798441,7984410,0.1
86,1626,183627,10833993,0.38
118,425,629894,22676184,0.14
0,763,512296,11270512,0.41
159,1428,1512,25704,0.13
160,1263,2000,24000,0.47
47,102,941768,15068288,0.23
17,1374,687536,4125216,0.43
107,169,838183,20954575,0.15
17,1153,531981,31386879,0.22
82,477,350226,5953842,0.4
21,440,65240,3001040,0.3
93,1028,389304,17907984,0.26
161,592,1504,88736,0.29
47,1053,852270,4261350,0.32
29,1571,91472,2927104,0.49
5,1832,364475,21868500,0.19
93,810,42565,936430,0.12
36,1496,24494,955266,0.14
160,127,2003,28042,0.29
161,1466,1503,84168,0.3
110,426,936426,5618556,0.27
10,830,52112,2657712,0.16
80,1322,595746,31574538,0.31
158,635,1498,14980,0.4
157,61,654061,24200257,0.4
160,1536,2001,42021,0.21
89,918,324396,7785504,0.26
160,1718,2003,24036,0.37
19,1776,720398,26654726,0.39
4,1571,500557,16017824,0.45
43,151,391158,17210952,0.39
113,231,513024,3591168,0.29
158,220,1504,37600,0.3
73,865,544154,24486930,0.28
20,1223,495911,14877330,0.31
105,1826,651860,3911160,0.36
92,806,759543,7595430,0.24
136,1802,812337,47115546,0.42
144,481,345062,6556178,0.37
67,1357,403646,20585946,0.4
97,1036,127677,3957987,0.33
63,1581,901797,31562895,0.36
16,1267,32753,294777,0.45
159,796,1508,60320,0.2
130,972,232082,3249148,0.3
69,1055,984455,15751280,0.25
161,1707,1501,43529,0.38
93,469,408686,23295102,0.25
115,102,180428,2886848,0.33
158,1375,1496,71808,0.42
84,1889,247730,14120610,0.17
158,1936,1504,40608,0.41
156,1399,796410,37431270,0.28
158,1959,1502,22530,0.45
110,1402,820841,7387569,0.26
159,525,1508,40716,0.48
74,1182,794991,18284793,0.11
67,1727,549850,16495500,0.27
15,513,154872,1393848,0.3
68,633,650017,9750255,0.21
161,1006,1502,16522,0.41
22,225,370174,8514002,0.29
101,1487,346861,13180718,0.37
127,508,14057,660679,0.25
158,558,1498,14980,0.41
1,1157,873323,23579721,0.16
100,895,194840,5065840,0.17
102,1362,293059,10550124,0.37
158,1301,1497,77844,0.13
77,861,759657,16712454,0.42
98,1672,345372,4835208,0.11
161,1158,1500,31500,0.14
32,508,366716,17235652,0.43
3,464,704101,19714828,0.11
78,776,166003,6806123,0.41
93,1412,747025,11952400,0.26
162,1735,1499,29980,0.45
151,1942,28124,674976,0.25
68,1675,603197,19302304,0.36
62,60,444856,26246504,0.36
160,1027,1999,105947,0.47
149,1952,558825,28500075,0.18
9,1472,708559,38970745,0.3
12,410,919248,8273232,0.25
160,775,2001,38019,0.34
115,1303,644663,31588487,0.32
162,848,1499,26982,0.2
161,211,1501,33022,0.29
74,1133,884109,19450398,0.18
75,849,629677,3148385,0.31
128,1929,576038,11520760,0.45
29,709,948237,12327081,0.11
46,1049,93624,2808720,0.24
148,1931,979758,21554676,0.42
159,1430,1511,72528,0.27
161,1100,1499,64457,0.32
160,1534,1995,97755,0.37
158,1466,1503,84168,0.49
161,1393,1501,63042,0.46
98,986,200105,1400735,0.17
161,566,1504,37600,0.15
97,1860,526928,13173200,0.31
158,302,1498,40446,0.11
162,819,1497,88323,0.41
12,1944,822833,11519662,0.25
23,1554,927322,4636610,0.2
161,318,1497,35928,0.16
88,620,577055,13272265,0.42
158,1106,1502,57076,0.12
73,605,242354,9694160,0.49
36,1634,891473,17829460,0.12
39,969,297600,8630400,0.31
15,686,223534,3800078,0.17
158,1850,1497,47904,0.26
160,200,2004,16032,0.29
40,1354,966384,43487280,0.21
29,1454,991165,12885145,0.27
20,1956,317512,4762680,0.35
158,278,1500,13500,0.17
16,1429,105979,4981013,0.19
41,628,881606,6171242,0.42
159,1576,1513,45390,0.33
23,1171,48230,289380,0.31
111,934,202189,6065670,0.31
106,621,633325,13933150,0.49
137,290,456702,13244358,0.32
158,25,1496,64328,0.2
80,1956,830206,12453090,0.45
0,436,892408,42835584,0.28
158,784,1498,55426,0.47
3,1318,202682,11147510,0.27
95,1532,671294,14097174,0.35
80,1222,630338,35929266,0.14
45,745,726664,36333200,0.31
159,1984,1507,19591,0.47
159,1716,1504,39104,0.2
21,300,710537,12079129,0.14
4,24,315284,18601756,0.22
160,1557,1997,19970,0.18
64,1548,673355,17507230,0.45
37,975,442168,15033712,0.15
158,146,1499,79447,0.45
90,289,671000,18788000,0.23
70,655,996338,36864506,0.29
158,223,1501,67545,0.43
76,1775,707885,38225790,0.39
90,845,219138,4382760,0.47
97,710,985383,9853830,0.21
146,1269,553612,14393912,0.44
148,552,898126,37721292,0.49
117,1454,487372,6335836,0.5
77,602,493950,4445550,0.12
160,1716,2000,52000,0.32
29,1563,740625,14812500,0.27
13,517,109936,2968272,0.12
60,1753,511464,8183424,0.15
6,1864,960722,5764332,0.26
13,429,791498,30868422,0.47
79,457,524899,20995960,0.21
162,266,1497,61377,0.33
153,1554,589953,2949765,0.39
144,552,312380,13119960,0.21
162,31,1496,77792,0.39
129,1392,216655,3683135,0.3
16,1286,949918,16148606,0.41
160,1053,2000,10000,0.38
81,1087,13256,755592,0.38
84,1027,465387,24665511,0.44
154,383,133050,6386400,0.1
93,372,42112,926464,0.17
115,1129,26778,1124676,0.48
114,1073,592352,11847040,0.24
162,840,1499,61459,0.15
162,85,1496,53856,0.18
34,910,623793,32437236,0.24
158,1190,1500,13500,0.21
64,345,472563,2362815,0.48
62,535,36268,689092,0.32
91,749,488323,13673044,0.4
159,1005,1510,45300,0.31
42,278,747200,6724800,0.39
161,1882,1500,10500,0.46
66,1844,790327,35564715,0.45
158,1856,1504,21056,0.2
121,266,798631,32743871,0.3
150,825,220289,6608670,0.38
158,1596,1496,40392,0.23
159,194,1511,9066,0.1
96,1608,42163,2487617,0.22
54,867,803681,40987731,0.19
162,547,1498,11984,0.26
137,999,517937,18645732,0.17
158,1443,1505,82775,0.21
13,1305,456717,11874642,0.22
135,927,663381,13267620,0.16
52,1088,274703,5219357,0.37
161,1053,1504,7520,0.3
161,1841,1493,41804,0.13
162,398,1501,58539,0.37
33,455,890179,24034833,0.22
104,336,337941,6420879,0.27
131,1606,42596,1277880,0.14
68,100,86654,5025932,0.35
158,362,1502,33044,0.21
125,1166,927941,12991174,0.27
53,290,603980,17515420,0.43
59,164,83372,2167672,0.33
10,1248,89749,1525733,0.47
120,29,801452,20837752,0.49
145,144,132593,3049639,0.26
161,193,1500,42000,0.5
85,732,998873,20976333,0.47
25,11,529888,18016192,0.26
88,1371,874825,13997200,0.42
133,509,356534,17113632,0.4
85,699,56057,2634679,0.48
52,608,702336,11939712,0.11
136,1135,208282,11663792,0.3
51,143,454942,8643898,0.42
157,939,528281,5282810,0.12
28,456,209557,6077153,0.15
59,409,676101,6084909,0.14
43,1859,863373,11223849,0.22
161,145,1497,11976,0.2
63,603,466150,3263050,0.28
77,348,144327,6494715,0.49
79,925,645972,38758320,0.16
160,1931,2008,44176,0.22
158,0,1498,70406,0.17
76,1070,442587,13277610,0.31
142,1664,177675,4619550,0.12
42,1531,179405,2691075,0.44
9,1279,561065,10099170,0.22
152,75,490439,10789658,0.48
150,1994,393714,18504558,0.33
7,1971,1377,24786,0.24
68,688,743373,34938531,0.41
39,1495,665911,15981864,0.22
11,1032,581586,7560618,0.5
159,1468,1507,16577,0.49
160,901,1996,11976,0.46
158,717,1503,72144,0.4
75,1099,393752,12993816,0.2
82,1653,702027,14040540,0.36
159,802,1515,39390,0.25
158,208,1497,76347,0.12
7,1862,312093,4681395,0.22
17,967,254167,1270835,0.45
133,126,262353,9707061,0.19
162,90,1502,88618,0.5
54,168,876330,23660910,0.43
152,980,538831,12393113,0.25
28,300,294481,5006177,0.36
90,1670,183313,5132764,0.26
82,403,581436,15117336,0.14
162,1959,1502,22530,0.45
8,1855,566738,15301926,0.1
16,1002,672721,29599724,0.26
158,314,1500,16500,0.16
6,774,751984,13535712,0.35
13,800,616928,16040128,0.29
147,1555,260154,14048316,0.29
89,1208,601191,9017865,0.14
6,322,457859,7783603,0.25
63,974,836547,20913675,0.37
138,1731,312062,18411658,0.33
159,1326,1508,54288,0.24
159,170,1511,21154,0.31
162,414,1503,22545,0.45
64,391,925598,49982292,0.48
126,220,631698,15792450,0.26
161,1880,1501,33022,0.27
159,1279,1512,27216,0.18
38,427,942229,31093557,0.46
37,1193,514540,6174480,0.21
40,1751,596914,17907420,0.49
161,785,1502,51068,0.3
162,1587,1498,35952,0.17
107,819,198348,11702532,0.49
43,8,290768,4070752,0.28
98,1484,80585,4190420,0.23
69,1155,90603,634221,0.43
142,1996,581761,30833333,0.15
35,1993,541648,9208016,0.33
158,870,1506,84336,0.3
114,1798,567622,9649574,0.42
152,1509,716627,42997620,0.25
162,656,1495,38870,0.22
158,1581,1498,52430,0.12
62,1845,853322,5973254,0.14
16,1182,564963,12994149,0.32
121,1520,428695,12003460,0.35
160,1910,2003,82123,0.11
158,1759,1501,45030,0.11
98,7,174977,2099724,0.33
154,535,947481,18002139,0.32
133,989,907821,8170389,0.11
148,1967,525942,27348984,0.47
162,491,1497,13473,0.24
123,1095,51071,1327846,0.4
127,1022,424848,8921808,0.39
22,169,215217,5380425,0.38
36,789,77597,853567,0.15
115,628,282264,1975848,0.38
18,739,761361,22079469,0.4
100,430,379510,9487750,0.37
67,1633,743733,9668529,0.33
158,6,1491,23856,0.16
87,902,190144,11028352,0.41
137,982,456757,25578392,0.26
127,649,646083,24551154,0.28
158,1246,1498,85386,0.18
39,9,898633,10783596,0.42
161,11,1501,51034,0.27
31,185,720235,10083290,0.27
118,1166,263316,3686424,0.36
75,548,825516,45403380,0.22
1,583,761815,19807190,0.23
160,601,2004,60120,0.25
39,1857,361524,17353152,0.17
160,792,1998,37962,0.1
161,1959,1501,22515,0.16
82,1619,270123,11345166,0.22
